"CIP7";"Forme_long";"DCI_long";"Laboratoire";"CIP13";"CIS";"Specialite";"Presentation";"Stock";"Ventes.S.1";"Conso.usuelle";"Appro.S15";"Appro.S16";"Appro.S17";"Appro.S18";"Appro.S19";"Appro.S20";"Appro.S21";"Date";"Ventes.J.1";"Appro.S22";"Appro.S23";"Ventes.mensuelles";"DCI";"Forme";"Dosage_wrong";"Unites_wrong";"Dosage";"Unites";"Dose_mg";"Equiv_Factor";"Stock_U";"Ventes.J.1_U";"Stock_U_equiv"
3965057;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939650579";"62591460";"NICORETTESKIN 10 mg/16 heures, dispositif transdermique";"28 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";4708;"1490";"5928";NA;NA;NA;NA;"0";"6000";"0";2020-05-04;NA;"3500";"0";NA;"NICOTINE";"Transdermique";"10mg";28;"10mg";28;10;1.42857142857143;131824;NA;188320
3965057;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939650579";"62591460";"NICORETTESKIN 10 mg/16 heures, dispositif transdermique";"28 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";8728;"980";"5928";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"NICOTINE";"Transdermique";"10mg";28;"10mg";28;10;1.42857142857143;244384;NA;349120
3965057;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939650579";"62591460";"NICORETTESKIN 10 mg/16 heures, dispositif transdermique";"28 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";9346;"1.1583238084746";"8068.55555555556";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"NICOTINE";"Transdermique";"15,75mg";28;"10mg";28;10;1.42857142857143;261688;NA;373840
3965063;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939650630";"62616878";"NICORETTESKIN 15 mg/16 heures, dispositif transdermique";"7 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";7112;"122";"595";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"NICOTINE";"Transdermique";"15mg";7;"15mg";7;15;2.14285714285714;49784;NA;106680
3965063;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939650630";"62616878";"NICORETTESKIN 15 mg/16 heures, dispositif transdermique";"7 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";9301;"68";"595";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"12000";"0";NA;"NICOTINE";"Transdermique";"15mg";7;"15mg";7;15;2.14285714285714;65107;NA;139515
3965063;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939650630";"62616878";"NICORETTESKIN 15 mg/16 heures, dispositif transdermique";"7 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";9391;"11.7073909171861";"802.142857142857";NA;NA;"0";"0";"0";"0";"12000";2020-04-15;NA;"0";NA;NA;"NICOTINE";"Transdermique";"23,62mg";7;"15mg";7;15;2.14285714285714;65737;NA;140865
3965092;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939650920";"62616878";"NICORETTESKIN 15 mg/16 heures, dispositif transdermique";"28 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";9403;"2583";"9088";NA;NA;NA;NA;"0";"0";"12000";2020-05-04;NA;"0";"330";NA;"NICOTINE";"Transdermique";"15mg";28;"15mg";28;15;2.14285714285714;263284;NA;564180
3965092;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939650920";"62616878";"NICORETTESKIN 15 mg/16 heures, dispositif transdermique";"28 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";18548;"1756";"9088";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"NICOTINE";"Transdermique";"15mg";28;"15mg";28;15;2.14285714285714;519344;NA;1112880
3965092;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939650920";"62616878";"NICORETTESKIN 15 mg/16 heures, dispositif transdermique";"28 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";19801;"1.18616450911444";"16693.3";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"NICOTINE";"Transdermique";"23,62mg";28;"15mg";28;15;2.14285714285714;554428;NA;1188060
3965100;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939651002";"67862848";"NICORETTESKIN 25 mg/16 heures, dispositif transdermique";"7 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";5936;"108";"772";NA;NA;NA;"0";"10000";"0";"11000";2020-04-23;NA;"0";"15000";NA;"NICOTINE";"Transdermique";"25mg";7;"25mg";7;25;3.57142857142857;41552;NA;148400
3965100;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939651002";"67862848";"NICORETTESKIN 25 mg/16 heures, dispositif transdermique";"7 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";6044;"5.9383816408169";"1017.78571428571";NA;NA;"0";"10000";"0";"11000";"0";2020-04-15;NA;"15000";NA;NA;"NICOTINE";"Transdermique";"39,37mg";7;"25mg";7;25;3.57142857142857;42308;NA;151100
3965100;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939651002";"67862848";"NICORETTESKIN 25 mg/16 heures, dispositif transdermique";"7 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";5725;"123";"772";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"NICOTINE";"Transdermique";"25mg";7;"25mg";7;25;3.57142857142857;40075;NA;143125
3965123;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939651231";"67862848";"NICORETTESKIN 25 mg/16 heures, dispositif transdermique";"28 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";34565;"3830";"19862";NA;NA;NA;"0";"0";"0";"5550";2020-04-23;NA;"0";"5550";NA;"NICOTINE";"Transdermique";"25mg";28;"25mg";28;25;3.57142857142857;967820;NA;3456500
3965123;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939651231";"67862848";"NICORETTESKIN 25 mg/16 heures, dispositif transdermique";"28 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";27479;"0.789296303270344";"34814.5555555556";NA;NA;"0";"0";"0";"5550";"0";2020-04-15;NA;"5550";NA;NA;"NICOTINE";"Transdermique";"39,37mg";28;"25mg";28;25;3.57142857142857;769412;NA;2747900
3965123;"dispositif";"NICOTINE";"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";"3400939651231";"67862848";"NICORETTESKIN 25 mg/16 heures, dispositif transdermique";"28 sachet(s) polyester polyuréthane aluminium copolymère polyacrylonitrile de 1 dispositif(s)";23997;"5429";"19862";NA;NA;NA;NA;"0";"11000";"0";2020-05-04;NA;"15000";"0";NA;"NICOTINE";"Transdermique";"25mg";28;"25mg";28;25;3.57142857142857;671916;NA;2399700
3965293;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"SANDOZ";"3400939652931";"68927786";"LOSARTAN SANDOZ 50 mg, comprimé pelliculé sécable";"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";0;"200";"3349.5";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;0;NA;0
3965293;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"SANDOZ";"3400939652931";"68927786";"LOSARTAN SANDOZ 50 mg, comprimé pelliculé sécable";"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";0;"0";"3543.5";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;0;NA;0
3965293;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"SANDOZ";"3400939652931";"68927786";"LOSARTAN SANDOZ 50 mg, comprimé pelliculé sécable";"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";483;"3303";"3172";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"LOSARTAN";"Forme orale sèche";"45,76mg";90;"50mg";90;50;1;43470;NA;43470
3967984;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939679846";"63012845";"LOSARTAN CRISTERS 100 mg, comprimé pelliculé";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";0;"0";"764.666666666667";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";30;"100mg";30;100;2;0;NA;0
3967984;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939679846";"63012845";"LOSARTAN CRISTERS 100 mg, comprimé pelliculé";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";0;"0";"764.666666666667";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";30;"100mg";30;100;2;0;NA;0
3967984;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939679846";"63012845";"LOSARTAN CRISTERS 100 mg, comprimé pelliculé";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";0;"0";"764.666666666667";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";30;"100mg";30;100;2;0;NA;0
3968015;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939680156";"63012845";"LOSARTAN CRISTERS 100 mg, comprimé pelliculé";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";2763;"0";"27.6666666666667";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";90;"100mg";90;100;2;248670;NA;497340
3968015;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939680156";"63012845";"LOSARTAN CRISTERS 100 mg, comprimé pelliculé";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";2443;"245";"27.6666666666667";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";90;"100mg";90;100;2;219870;NA;439740
3968015;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939680156";"63012845";"LOSARTAN CRISTERS 100 mg, comprimé pelliculé";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";0;"0";"27.6666666666667";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";90;"100mg";90;100;2;0;NA;0
3968050;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939680507";"62371553";"LOSARTAN CRISTERS 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";7146;"129";"925.666666666667";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";30;"50mg";30;50;1;214380;NA;214380
3968050;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939680507";"62371553";"LOSARTAN CRISTERS 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";6975;"80";"925.666666666667";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";30;"50mg";30;50;1;209250;NA;209250
3968050;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939680507";"62371553";"LOSARTAN CRISTERS 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)";7714;"134";"925.666666666667";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";30;"50mg";30;50;1;231420;NA;231420
3968096;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939680965";"62371553";"LOSARTAN CRISTERS 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";5172;"34";"563";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;465480;NA;465480
3968096;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939680965";"62371553";"LOSARTAN CRISTERS 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";5150;"11";"563";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;463500;NA;463500
3968096;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"CRISTERS";"3400939680965";"62371553";"LOSARTAN CRISTERS 50 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)";5261;"8";"563";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;473490;NA;473490
3971187;"solution pour pulvérisation";"CITRATE DE FENTANYL";"TAKEDA FRANCE SAS";"3400939711874";"60633658";"INSTANYL 50 microgrammes/dose, solution pour pulvérisation nasale";"1 flacon(s) en verre de 1,8 ml avec pompe(s) doseuse(s)";703;"41";"4803";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"FENTANYL";"Forme inhalable";"0,500mg";1;"0,500mg";1;0.5;10;703;NA;7030
3971193;"solution pour pulvérisation";"CITRATE DE FENTANYL";"TAKEDA FRANCE SAS";"3400939711935";"61926183";"INSTANYL 100 microgrammes/dose, solution pour pulvérisation nasale";"1 flacon(s) en verre de 1,8 ml avec pompe(s) doseuse(s)";1;"7";"6647";NA;NA;NA;"336";NA;NA;NA;2020-04-15;NA;NA;NA;NA;"FENTANYL";"Forme inhalable";"1000microgrammes";1;"1mg";1;1;20;1;NA;20
3971201;"solution pour pulvérisation";"CITRATE DE FENTANYL";"TAKEDA FRANCE SAS";"3400939712017";"61558728";"INSTANYL 200 microgrammes/dose, solution pour pulvérisation nasale";"1 flacon(s) en verre de 1,8 ml avec pompe(s) doseuse(s)";135;"0";"4960";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"FENTANYL";"Forme inhalable";"0,200mg";1;"0,200mg";1;0.2;4;135;NA;540
3974926;"comprimé à libération prolongée";"PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE";"BOEHRINGER INGELHEIM FRANCE";"3400939749266";"67527910";"SIFROL 0,26 mg, comprimé à libération prolongée";"plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s)";20105;"885";"9985";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"PRAMIPEXOLE";"Forme orale sèche";"0,26mg";30;"0,26mg";30;0.26;1.44444444444444;603150;NA;871216.666666667
3974955;"comprimé à libération prolongée";"PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE";"BOEHRINGER INGELHEIM FRANCE";"3400939749556";"67432729";"SIFROL 0,52 mg, comprimé à libération prolongée";"plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s)";26451;"1258";"10410";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"PRAMIPEXOLE";"Forme orale sèche";"0,52mg";30;"0,52mg";30;0.52;2.88888888888889;793530;NA;2292420
3974978;"comprimé à libération prolongée";"PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE";"BOEHRINGER INGELHEIM FRANCE";"3400939749785";"60267171";"SIFROL 1,05 mg, comprimé à libération prolongée";"plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s)";16080;"1223";"9401";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"PRAMIPEXOLE";"Forme orale sèche";"1,05mg";30;"1,05mg";30;1.05;5.83333333333333;482400;NA;2814000
3974990;"comprimé à libération prolongée";"PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE";"BOEHRINGER INGELHEIM FRANCE";"3400939749907";"69922895";"SIFROL 2,1 mg, comprimé à libération prolongée";"plaquette(s) thermoformée(s) polyamide aluminium PVC de 30 comprimé(s)";17509;"763";"5130";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"PRAMIPEXOLE";"Forme orale sèche";"2,1mg";30;"2,1mg";30;2.1;11.6666666666667;525270;NA;6128150
3975512;"comprimé";"PRAZÉPAM";"EG LABO";"3400939755120";"62113528";"PRAZEPAM EG 10 mg, comprimé";"plaquette(s) aluminium PVC de 40 comprimé(s)";140041;"7584";"41736";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"PRAZÉPAM";"Forme orale sèche";"10mg";40;"10mg";40;10;1;5601640;NA;5601640
3979645;"comprimé pelliculé sécable";"LÉVOFLOXACINE HÉMIHYDRATÉE";"SANDOZ";"3400939796451";"67418601";"LEVOFLOXACINE SANDOZ 500 mg, comprimé pelliculé sécable";"plaquette(s) PVC téréphtalate PVDC aluminium de 5 comprimé(s)";30683;"7480";"10324.25";NA;NA;"0";"0";"58516";"0";"58516";2020-04-15;NA;"0";NA;NA;"LÉVOFLOXACINE";"Forme orale sèche";"500mg";5;"500mg";5;500;1;153415;NA;153415
3979645;"comprimé pelliculé sécable";"LEVOFLOXACINE HEMIHYDRATEE";"SANDOZ";"3400939796451";"67418601";"LEVOFLOXACINE SANDOZ 500 mg, comprimé pelliculé sécable";"plaquette(s) PVC téréphtalate PVDC aluminium de 5 comprimé(s)";33469;"649";"11773.75";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"58516";NA;"LÉVOFLOXACINE";"Forme orale sèche";"500mg";5;"500mg";5;500;1;167345;NA;167345
3988271;"comprimé pelliculé sécable";"LÉVOFLOXACINE HÉMIHYDRATÉE";"ZENTIVA FRANCE";"3400939882710";"65982158";"LEVOFLOXACINE ZENTIVA 500 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC-Aluminium de 5 comprimé(s)";34753;"2586";"5598";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"LÉVOFLOXACINE";"Forme orale sèche";"500mg";5;"500mg";5;500;1;173765;NA;173765
3988271;"comprimé pelliculé sécable";"LÉVOFLOXACINE HÉMIHYDRATÉE";"ZENTIVA FRANCE";"3400939882710";"65982158";"LEVOFLOXACINE ZENTIVA 500 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC-Aluminium de 5 comprimé(s)";34753;"2586";"5598";NA;NA;"0";"0";"0";"0";"0";2020-05-04;NA;"0";NA;NA;"LÉVOFLOXACINE";"Forme orale sèche";"500mg";5;"500mg";5;500;1;173765;NA;173765
3988319;"comprimé pelliculé sécable";"LÉVOFLOXACINE HÉMIHYDRATÉE";"ARROW GENERIQUES";"3400939883199";"69094443";"LEVOFLOXACINE ARROW 500 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) aluminium PVC PVDC de 5 comprimé(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOFLOXACINE";"Forme orale sèche";"500mg";5;"500mg";5;500;1;0;NA;0
3988319;"comprimé pelliculé sécable";"LEVOFLOXACINE HEMIHYDRATEE";"ARROW GENERIQUES";"3400939883199";"69094443";"LEVOFLOXACINE ARROW 500 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) aluminium PVC PVDC de 5 comprimé(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LÉVOFLOXACINE";"Forme orale sèche";"500mg";5;"500mg";5;500;1;0;NA;0
3988874;"suspension pour pulvérisation";"BUDÉSONIDE";"SANDOZ";"3400939888743";"67461691";"BUDESONIDE SANDOZ 64 microgrammes/dose, suspension pour pulvérisation nasale";"1 flacon(s) en verre brun de 120 doses avec pompe(s) doseuse(s) avec embout(s) nasal(aux) polypropylène";163677;"3707";"80891.25";NA;NA;NA;"0";"9575";"19300";"57459";2020-04-23;NA;"9631";"0";NA;"BUDÉSONIDE";"Forme inhalable";"0,064mg";1;"0,064mg";120;0.064;1;19641240;NA;19641240
3988874;"suspension pour pulvérisation";"BUDESONIDE";"SANDOZ";"3400939888743";"67461691";"BUDESONIDE SANDOZ 64 microgrammes/dose, suspension pour pulvérisation nasale";"1 flacon(s) en verre brun de 120 doses avec pompe(s) doseuse(s) avec embout(s) nasal(aux) polypropylène";141635;"14835";"81652";NA;NA;NA;NA;"28722";"0";"67240";2020-05-04;NA;"0";"0";NA;"BUDÉSONIDE";"Forme inhalable";"0,064mg";120;"0,064mg";120;0.064;1;16996200;NA;16996200
3988874;"suspension pour pulvérisation";"BUDÉSONIDE";"SANDOZ";"3400939888743";"67461691";"BUDESONIDE SANDOZ 64 microgrammes/dose, suspension pour pulvérisation nasale";"1 flacon(s) en verre brun de 120 doses avec pompe(s) doseuse(s) avec embout(s) nasal(aux) polypropylène";82811;"9432";"80891.5";NA;NA;"0";"0";"0";"28875";"57459";2020-04-15;NA;"9631";NA;NA;"BUDÉSONIDE";"Forme inhalable";"1,28mg";1;"0,064mg";120;0.064;1;9937320;NA;9937320
3991149;"comprimé pelliculé sécable";"LÉVOFLOXACINE HÉMIHYDRATÉE";"MYLAN";"3400939911496";"65819403";"LEVOFLOXACINE MYLAN 500 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC-Aluminium de 5 comprimé(s)";160541;"4871";"31439.75";NA;NA;"0";"0";"0";"0";"86941";2020-04-15;NA;"0";NA;NA;"LÉVOFLOXACINE";"Forme orale sèche";"500mg";5;"500mg";5;500;1;802705;NA;802705
3991149;"comprimé pelliculé sécable";"LEVOFLOXACINE HEMIHYDRATEE";"MYLAN";"3400939911496";"65819403";"LEVOFLOXACINE MYLAN 500 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC-Aluminium de 5 comprimé(s)";153367;"594";"31439.75";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"87510";"0";NA;"LÉVOFLOXACINE";"Forme orale sèche";"500mg";5;"500mg";5;500;1;766835;NA;766835
4150908;"comprimé effervescent(e)";"PARACÉTAMOL";"ACCORD HEALTHCARE FRANCE SAS";"3400941509087";"61754805";"PARACETAMOL AHCL 1 g, comprimé effervescent";"film(s) thermosoudé(s) aluminium de 8 comprimé(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"PARACÉTAMOL";"Forme buvable";"1000mg";8;"1000mg";8;1000;NA;0;NA;NA
4162811;"comprimé pelliculé sécable";"NAPROXENE SODIQUE";"PIERRE FABRE MEDICAMENT";"3400941628115";"69488210";"ANTALNOX 550 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 16 comprimé(s)";236436;"4839";"170000";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"NAPROXÈNE";"Forme orale sèche";"550mg";16;"550mg";16;550;2.5;3782976;NA;9457440
4162811;"comprimé pelliculé sécable";"NAPROXÈNE SODIQUE";"PIERRE FABRE MEDICAMENT";"3400941628115";"69488210";"ANTALNOX 550 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 16 comprimé(s)";248862;"18460";"170000";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"NAPROXÈNE";"Forme orale sèche";"550mg";16;"550mg";16;550;2.5;3981792;NA;9954480
4162811;"comprimé pelliculé sécable";"NAPROXÈNE SODIQUE";"PIERRE FABRE MEDICAMENT";"3400941628115";"69488210";"ANTALNOX 550 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC PVDC aluminium de 16 comprimé(s)";248862;"18460";"170000";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NAPROXÈNE";"Forme orale sèche";"550mg";16;"550mg";16;550;2.5;3981792;NA;9954480
4163785;"comprimé pelliculé à libération prolongée";"CHLORHYDRATE DE ROPINIROLE";"SANDOZ";"3400941637858";"61420645";"ROPINIROLE SANDOZ LP 2 mg, comprimé pelliculé à libération prolongée";"plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";0;"0";"615.25";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ROPINIROLE";"Forme orale sèche";"2mg";28;"2mg";28;2;8;0;NA;0
4163839;"comprimé à libération prolongée";"CHLORHYDRATE DE ROPINIROLE";"KRKA FRANCE";"3400941638398";"60371992";"ROPINIROLE KRKA LP 2 mg, comprimé à libération prolongée";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";416;"0";"17";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"ROPINIROLE";"Forme orale sèche";"2mg";28;"2mg";28;2;8;11648;NA;93184
4163911;"comprimé pelliculé à libération prolongée";"CHLORHYDRATE DE ROPINIROLE";"SANDOZ";"3400941639111";"64610112";"ROPINIROLE SANDOZ LP 4 mg, comprimé pelliculé à libération prolongée";"plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";2394;"98";"576.75";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ROPINIROLE";"Forme orale sèche";"4mg";28;"4mg";28;4;16;67032;NA;1072512
4163957;"comprimé à libération prolongée";"CHLORHYDRATE DE ROPINIROLE";"KRKA FRANCE";"3400941639579";"68028166";"ROPINIROLE KRKA LP 4 mg, comprimé à libération prolongée";"plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";380;"4";"18.25";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"ROPINIROLE";"Forme orale sèche";"4mg";28;"4mg";28;4;16;10640;NA;170240
4164000;"comprimé pelliculé à libération prolongée";"CHLORHYDRATE DE ROPINIROLE";"SANDOZ";"3400941640001";"66056398";"ROPINIROLE SANDOZ LP 8 mg, comprimé pelliculé à libération prolongée";"plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)";1237;"82";"602";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ROPINIROLE";"Forme orale sèche";"8mg";28;"8mg";28;8;32;34636;NA;1108352
